co2_conc,h2o_conc,temperature_c,pressure_kpa,signal_strength,date_time,start_time,file_name,site,elevation,aspect,plot,day_night,measurement,redo,plot_id,par,f_fit,f_slope,f_time,f_rsq,f_rsq_adj,f_pval,f_segment_id,corrected_for_water_vapor,f_cut
413.248,15.9129,20.9001,72.9974,98.8876,2023-12-08T15:16:01Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1026.8,413.654480011177,-0.0481374250054306,18,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
414.052,15.6622,20.9262,72.9915,98.884,2023-12-08T15:16:02Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1040.6,413.607111783026,-0.0481374250054306,19,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
413.988,15.8171,20.9499,72.9862,98.891,2023-12-08T15:16:03Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1043.6,413.559743554874,-0.0481374250054306,20,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
413.804,15.8998,20.9751,72.9829,98.8884,2023-12-08T15:16:04Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1042.2,413.512375326723,-0.0481374250054306,21,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
413.799,15.9924,21,72.9864,98.8822,2023-12-08T15:16:05Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1044.8,413.465007098571,-0.0481374250054306,22,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
413.535,16.0773,21.0212,72.9893,98.879,2023-12-08T15:16:06Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1049,413.41763887042,-0.0481374250054306,23,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
411.997,16.518,21.0449,72.9904,98.8818,2023-12-08T15:16:07Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1054.4,413.370270642268,-0.0481374250054306,24,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.987,16.3213,21.0692,72.9937,98.8848,2023-12-08T15:16:08Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1056.6,413.322902414117,-0.0481374250054306,25,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.952,16.3522,21.091,72.9952,98.8932,2023-12-08T15:16:09Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,1004,413.275534185966,-0.0481374250054306,26,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.944,16.4664,21.1133,72.9928,98.8996,2023-12-08T15:16:10Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,867.95,413.228165957814,-0.0481374250054306,27,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.606,16.5258,21.136,72.9871,98.9026,2023-12-08T15:16:11Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,708.14,413.180797729663,-0.0481374250054306,28,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.51,16.644,21.157,72.989,98.9153,2023-12-08T15:16:12Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,582.11,413.133429501511,-0.0481374250054306,29,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.485,16.7248,21.1738,72.9894,98.9095,2023-12-08T15:16:13Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,500.73,413.08606127336,-0.0481374250054306,30,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.45,16.8149,21.1924,72.9894,98.9126,2023-12-08T15:16:14Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,450.92,413.038693045208,-0.0481374250054306,31,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.383,16.9165,21.208,72.988,98.9225,2023-12-08T15:16:15Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,412.59,412.991324817057,-0.0481374250054306,32,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.495,16.9535,21.2231,72.9892,98.9159,2023-12-08T15:16:16Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,363.12,412.943956588905,-0.0481374250054306,33,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.22,17.0555,21.2351,72.9844,98.9144,2023-12-08T15:16:17Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,351.55,412.896588360754,-0.0481374250054306,34,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.317,17.1074,21.2496,72.9851,98.9096,2023-12-08T15:16:18Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,383.91,412.849220132602,-0.0481374250054306,35,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.09,17.1358,21.2634,72.9936,98.9012,2023-12-08T15:16:19Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,510.5,412.801851904451,-0.0481374250054306,36,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.257,17.2424,21.2774,72.9901,98.8947,2023-12-08T15:16:20Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,656.49,412.754483676299,-0.0481374250054306,37,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.39,17.2985,21.2919,72.9885,98.8889,2023-12-08T15:16:21Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,779.64,412.707115448148,-0.0481374250054306,38,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.134,17.3609,21.3067,72.9906,98.8993,2023-12-08T15:16:22Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,727.44,412.659747219997,-0.0481374250054306,39,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.331,17.4469,21.3218,72.9892,98.8951,2023-12-08T15:16:23Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,651.13,412.612378991845,-0.0481374250054306,40,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.014,17.51,21.3354,72.9971,98.8979,2023-12-08T15:16:24Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,610.05,412.565010763694,-0.0481374250054306,41,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
412.147,17.5729,21.3485,72.9922,98.9015,2023-12-08T15:16:25Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,608.27,412.517642535542,-0.0481374250054306,42,0.661813231412008,0.653358562197309,5.83204522253382e-11,segment_1,TRUE,keep
411.988,17.6635,21.361,72.9913,98.9038,2023-12-08T15:16:26Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,515.3,,,,,,,,TRUE,cut
412.043,17.7356,21.372,72.989,98.9144,2023-12-08T15:16:27Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,314.95,,,,,,,,TRUE,cut
412.076,17.7995,21.3787,72.9896,98.9121,2023-12-08T15:16:28Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,256.57,,,,,,,,TRUE,cut
412.546,17.8993,21.3877,72.9871,98.9193,2023-12-08T15:16:29Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,251.98,,,,,,,,TRUE,cut
412.018,17.9509,21.396,72.9882,98.9154,2023-12-08T15:16:30Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,247.1,,,,,,,,TRUE,cut
412.544,17.9765,21.4029,72.9906,98.9151,2023-12-08T15:16:31Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,242.87,,,,,,,,TRUE,cut
412.362,18.0199,21.4097,72.9907,98.9111,2023-12-08T15:16:32Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,240.22,,,,,,,,TRUE,cut
412.343,18.024,21.4159,72.9878,98.9053,2023-12-08T15:16:33Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,238.47,,,,,,,,TRUE,cut
412.497,18.1132,21.4214,72.9904,98.9176,2023-12-08T15:16:34Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,236.25,,,,,,,,TRUE,cut
412.52,18.1523,21.4259,72.9934,98.9155,2023-12-08T15:16:35Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,235.13,,,,,,,,TRUE,cut
412.641,18.1706,21.4298,72.9908,98.9156,2023-12-08T15:16:36Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,233.99,,,,,,,,TRUE,cut
412.981,18.2267,21.4334,72.995,98.9114,2023-12-08T15:16:37Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,234.01,,,,,,,,TRUE,cut
413.15,18.2806,21.4362,72.9949,98.9103,2023-12-08T15:16:38Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,233.26,,,,,,,,TRUE,cut
413.06,18.2927,21.4384,72.9984,98.9138,2023-12-08T15:16:39Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,231.8,,,,,,,,TRUE,cut
413.224,18.2755,21.4408,72.9954,98.9133,2023-12-08T15:16:40Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,232.03,,,,,,,,TRUE,cut
413.391,18.3704,21.4423,72.9924,98.9081,2023-12-08T15:16:41Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,232.43,,,,,,,,TRUE,cut
413.237,18.2771,21.4428,72.9937,98.918,2023-12-08T15:16:42Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,232.76,,,,,,,,TRUE,cut
413.852,18.4115,21.4429,72.9941,98.9157,2023-12-08T15:16:43Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,232.44,,,,,,,,TRUE,cut
413.731,18.3939,21.4425,72.9935,98.9131,2023-12-08T15:16:44Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,233.34,,,,,,,,TRUE,cut
413.861,18.3832,21.4419,72.9947,98.9194,2023-12-08T15:16:45Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,232.24,,,,,,,,TRUE,cut
413.995,18.4192,21.4403,72.9942,98.9129,2023-12-08T15:16:46Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,233.44,,,,,,,,TRUE,cut
414.148,18.4667,21.4379,72.9904,98.9091,2023-12-08T15:16:47Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,233.98,,,,,,,,TRUE,cut
414.268,18.4939,21.4353,72.9945,98.9121,2023-12-08T15:16:48Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,235.83,,,,,,,,TRUE,cut
414.214,18.4802,21.4329,72.9893,98.9177,2023-12-08T15:16:49Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,236.38,,,,,,,,TRUE,cut
414.171,18.5139,21.4294,72.9931,98.9232,2023-12-08T15:16:50Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,239.45,,,,,,,,TRUE,cut
414.604,18.5902,21.4251,72.9926,98.9181,2023-12-08T15:16:51Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,242.86,,,,,,,,TRUE,cut
414.582,18.639,21.4212,72.9902,98.9151,2023-12-08T15:16:52Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,246.21,,,,,,,,TRUE,cut
414.618,18.6342,21.4167,72.9934,98.9134,2023-12-08T15:16:53Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,250.02,,,,,,,,TRUE,cut
414.726,18.6575,21.412,72.9973,98.9154,2023-12-08T15:16:54Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,253.42,,,,,,,,TRUE,cut
414.75,18.6252,21.407,72.9884,98.912,2023-12-08T15:16:55Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,257.41,,,,,,,,TRUE,cut
415.245,18.6585,21.4027,72.9888,98.9121,2023-12-08T15:16:56Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,265.33,,,,,,,,TRUE,cut
415.371,18.6696,21.3975,72.9919,98.9034,2023-12-08T15:16:57Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,329.87,,,,,,,,TRUE,cut
415.185,18.6568,21.3922,72.9949,98.8936,2023-12-08T15:16:58Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,566.63,,,,,,,,TRUE,cut
414.969,18.4925,21.388,72.9917,98.8965,2023-12-08T15:16:59Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,682.32,,,,,,,,TRUE,cut
415.394,18.6526,21.3842,72.9875,98.9009,2023-12-08T15:17:00Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,578.22,,,,,,,,TRUE,cut
415.432,18.5906,21.3806,72.9916,98.9003,2023-12-08T15:17:01Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,564.89,,,,,,,,TRUE,cut
415.3,18.5615,21.377,72.9851,98.8912,2023-12-08T15:17:02Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,643.69,,,,,,,,TRUE,cut
415.434,18.5829,21.3746,72.9952,98.8901,2023-12-08T15:17:03Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,681.61,,,,,,,,TRUE,cut
415.713,18.6353,21.3729,72.9953,98.9067,2023-12-08T15:17:04Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,565.96,,,,,,,,TRUE,cut
415.746,18.6545,21.3689,72.9902,98.9085,2023-12-08T15:17:05Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,376.09,,,,,,,,TRUE,cut
415.687,18.5638,21.3628,72.9897,98.9125,2023-12-08T15:17:06Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,284.57,,,,,,,,TRUE,cut
415.6,18.5478,21.3559,72.9914,98.9177,2023-12-08T15:17:07Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,269.97,,,,,,,,TRUE,cut
415.543,18.2454,21.3495,72.9969,98.9091,2023-12-08T15:17:08Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,266.73,,,,,,,,TRUE,cut
415.782,18.5675,21.3424,72.9838,98.9135,2023-12-08T15:17:09Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,264.51,,,,,,,,TRUE,cut
415.899,18.5138,21.3345,72.9961,98.9071,2023-12-08T15:17:10Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,262.96,,,,,,,,TRUE,cut
415.34,18.3313,21.3265,73.0021,98.9095,2023-12-08T15:17:11Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,261.53,,,,,,,,TRUE,cut
415.603,18.5405,21.3187,72.9952,98.9103,2023-12-08T15:17:12Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,259.79,,,,,,,,TRUE,cut
415.667,18.5185,21.3112,73.0063,98.9165,2023-12-08T15:17:13Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,257.75,,,,,,,,TRUE,cut
415.88,18.5247,21.3042,72.9978,98.9151,2023-12-08T15:17:14Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,258.38,,,,,,,,TRUE,cut
415.924,18.5966,21.296,72.9956,98.9164,2023-12-08T15:17:15Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,258.86,,,,,,,,TRUE,cut
416.067,18.6239,21.2882,72.9939,98.9129,2023-12-08T15:17:16Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,259.87,,,,,,,,TRUE,cut
415.717,18.6152,21.2801,72.9968,98.9136,2023-12-08T15:17:17Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,261.31,,,,,,,,TRUE,cut
416.111,18.6709,21.2724,72.9899,98.9162,2023-12-08T15:17:18Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,268.93,,,,,,,,TRUE,cut
415.992,18.7057,21.2645,72.9942,98.9164,2023-12-08T15:17:19Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,302.97,,,,,,,,TRUE,cut
416.043,18.7303,21.2573,72.9951,98.9139,2023-12-08T15:17:20Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,323.64,,,,,,,,TRUE,cut
416.079,18.7186,21.2506,72.9902,98.9147,2023-12-08T15:17:21Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,286.41,,,,,,,,TRUE,cut
416.161,18.7313,21.2442,72.9913,98.9141,2023-12-08T15:17:22Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,278.49,,,,,,,,TRUE,cut
416.315,18.7186,21.2376,72.9973,98.9198,2023-12-08T15:17:23Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,286.03,,,,,,,,TRUE,cut
416.12,18.711,21.2322,72.9925,98.9184,2023-12-08T15:17:24Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,296.13,,,,,,,,TRUE,cut
416.355,18.8708,21.2275,72.993,98.9123,2023-12-08T15:17:25Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,304.76,,,,,,,,TRUE,cut
416.348,18.8313,21.2209,73.0015,98.9095,2023-12-08T15:17:26Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,341.46,,,,,,,,TRUE,cut
416.308,18.8687,21.2144,72.9986,98.9104,2023-12-08T15:17:27Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,383.91,,,,,,,,TRUE,cut
416.44,18.9208,21.2083,72.9964,98.8997,2023-12-08T15:17:28Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,464.83,,,,,,,,TRUE,cut
416.22,18.8121,21.2029,72.9941,98.9031,2023-12-08T15:17:29Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,521.31,,,,,,,,TRUE,cut
416.297,18.902,21.1983,72.9971,98.9005,2023-12-08T15:17:30Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,591.95,,,,,,,,TRUE,cut
416.535,18.9877,21.1946,72.9962,98.9076,2023-12-08T15:17:31Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,477.22,,,,,,,,TRUE,cut
416.752,19.0538,21.1893,72.9945,98.9106,2023-12-08T15:17:32Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,331.94,,,,,,,,TRUE,cut
416.301,19.0609,21.1832,72.9975,98.92,2023-12-08T15:17:33Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,281.22,,,,,,,,TRUE,cut
416.482,19.1011,21.1771,73.0018,98.9138,2023-12-08T15:17:34Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,274.27,,,,,,,,TRUE,cut
416.523,19.1646,21.171,72.9924,98.9116,2023-12-08T15:17:35Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,271.34,,,,,,,,TRUE,cut
416.253,19.1451,21.1651,72.9954,98.9094,2023-12-08T15:17:36Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,268.94,,,,,,,,TRUE,cut
416.423,19.2628,21.1605,72.9992,98.9157,2023-12-08T15:17:37Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,267.35,,,,,,,,TRUE,cut
416.712,19.2774,21.1573,72.9965,98.9166,2023-12-08T15:17:38Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,262.05,,,,,,,,TRUE,cut
416.504,19.2886,21.1527,72.9959,98.9115,2023-12-08T15:17:39Z,2023-12-08T15:15:37Z,5_2800_west_3_day_photo.txt,5,2800,west,3,day,photo,FALSE,2800west3,257.89,,,,,,,,TRUE,cut
411.36,15.553,21.6855,72.9789,98.8527,2023-12-08T15:11:21Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1106.2,410.911108751252,-0.0554240916898907,1,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.506,15.7102,21.6924,72.9755,98.8553,2023-12-08T15:11:22Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1132.7,410.856617909262,-0.0554240916898907,2,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.262,15.7921,21.7007,72.9721,98.8569,2023-12-08T15:11:23Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1135.7,410.802127067272,-0.0554240916898907,3,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
410.701,15.9899,21.7094,72.9689,98.838,2023-12-08T15:11:24Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1144.5,410.747636225282,-0.0554240916898907,4,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.132,15.9144,21.7197,72.9766,98.8461,2023-12-08T15:11:25Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1138.5,410.693145383292,-0.0554240916898907,5,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.043,15.9857,21.7302,72.967,98.8365,2023-12-08T15:11:26Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1141.8,410.638654541302,-0.0554240916898907,6,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.433,16.0819,21.7383,72.9677,98.8555,2023-12-08T15:11:27Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1160.4,410.584163699313,-0.0554240916898907,7,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
411.078,16.1719,21.7494,72.9697,98.8506,2023-12-08T15:11:28Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1154.8,410.529672857323,-0.0554240916898907,8,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
410.762,16.2442,21.7612,72.9726,98.8402,2023-12-08T15:11:29Z,2023-12-08T15:11:14Z,5_2800_west_2_day_redo_photo.txt,5,2800,west,2,day,photo,TRUE,2800west2,1158.3,410.475182015333,-0.0554240916898907,9,0.724407276404186,0.714564679132907,2.52864110102461e-09,segment_1,TRUE,keep
